point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,东城街道江喜昌2021
JT01,金坛,太湖片-毗陵小片,,,豪,L,唠,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,L,牢,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,L,痨,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,L,老,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,L,佬,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,L,涝,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,遭,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,糟,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,早,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,枣,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,蚤,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,澡,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,藻,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,躁,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,灶,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,操,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,草,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,騲,,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,糙,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,曹,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,槽,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,皂,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,造,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,骚,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,臊,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,扫,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,嫂,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,扫,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,TS,燥,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,高,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,膏,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,篙,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,羔,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,糕,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,稿,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,告,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,膏,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,考,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,烤,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,拷,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,靠,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,犒,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,铐,,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,㸆,,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,熬,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,敖,,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,鳌,,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,傲,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,K,鏊,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,蒿,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,薅,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,好,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,好,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,耗,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,豪,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,壕,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,毫,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,号,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,蠔,,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,浩,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,号,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,爊,,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,袄,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,懊,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,奥,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,懊,ao,,
JT01,金坛,太湖片-毗陵小片,,,豪,Ø,澳,,,
JT01,金坛,太湖片-毗陵小片,,,侯,P,剖,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,某,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,亩,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,牡,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,母,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,拇,əu,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,戊,u,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,茂,ao,,
JT01,金坛,太湖片-毗陵小片,,,侯,M,贸,ao,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,兜,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,斗,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,抖,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,陡,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,蚪,,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,斗,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,偷,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,敨,,金坛方言没有这种说法,
JT01,金坛,太湖片-毗陵小片,,,侯,T,透,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,头,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,投,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,骰,,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,豆,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,逗,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,痘,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,T,脰,,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,楼,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,搂,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,耧,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,娄,,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,搂,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,篓,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,溇,,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,漏,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,L,陋,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,TS,走,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,TS,奏,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,TS,凑,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,TS,叟,,,
JT01,金坛,太湖片-毗陵小片,,,侯,TS,嗽,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,勾,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,钩,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,沟,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,狗,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,苟,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,垢,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,枸,,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,彀,,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,够,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,构,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,购,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,勾,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,抠,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,眍,,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,口,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,叩,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,扣,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,寇,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,藕,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,偶,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,K,偶,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,吼,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,侯,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,喉,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,猴,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,瘊,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,後,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,厚,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,后,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,候,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,鲎,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,欧,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,瓯,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,区,,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,鸥,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,呕,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,殴,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,沤,ei,,
JT01,金坛,太湖片-毗陵小片,,,侯,Ø,怄,ei,,
JT01,金坛,太湖片-毗陵小片,,,皆,P,拜,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,P,排,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,P,�,,,
JT01,金坛,太湖片-毗陵小片,,,皆,M,埋,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,L,攋,,,
JT01,金坛,太湖片-毗陵小片,,,皆,TS*,䍉,,,
JT01,金坛,太湖片-毗陵小片,,,皆,TS*,箉,,,
JT01,金坛,太湖片-毗陵小片,,,皆,TS*,斋,ɛi,,
JT01,金坛,太湖片-毗陵小片,,,皆,TS*,豺,ɛi,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,皆,ia/iɛ,白读/文读,
JT01,金坛,太湖片-毗陵小片,,,皆,K,阶,ia,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,稭,,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,偕,,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,介,ia/iɛ,白读/文读,
JT01,金坛,太湖片-毗陵小片,,,皆,K,界,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,芥,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,尬,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,疥,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,届,iɛ,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,戒,a/iɛ,白读/文读,
JT01,金坛,太湖片-毗陵小片,,,皆,K,庎,,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,揩,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,K,楷,a,,
JT01,金坛,太湖片-毗陵小片,,,皆,Ø,谐,iɛ,,
JT01,金坛,太湖片-毗陵小片,,,皆,Ø,骇,ɛi,,
JT01,金坛,太湖片-毗陵小片,,,皆,Ø,械,iɛ,,
JT01,金坛,太湖片-毗陵小片,,,皆,Ø,挨,ɛi,～近,
JT01,金坛,太湖片-毗陵小片,,,佳,P,摆,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,P,派,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,P,牌,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,P,簰,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,P,罢,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,P,稗,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,M,买,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,M,卖,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,N,奶,ɛi,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,债,ɛi,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,钗,o/a,白读/文读,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,差,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,柴,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,筛,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,洒,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,TS*,晒,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,佳,ia,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,街,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,解,iɛ/ia,姓/,
JT01,金坛,太湖片-毗陵小片,,,佳,K,懈,ia,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,涯,ia,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,崖,ia,,
JT01,金坛,太湖片-毗陵小片,,,佳,K,捱,ia,,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,鞋,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,解,iɛ/ia,姓/,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,解,iɛ/ia,姓/,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,蟹,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,矮,a,,
JT01,金坛,太湖片-毗陵小片,,,佳,Ø,隘,a,,
