point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,长乐话音系
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,恶,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,褒,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,保,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,堡,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,宝,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,报,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,袍,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,抱,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,暴,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,P,菢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,M,毛,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,M,冒,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,M,帽,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,M,瑁,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,刀,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,叨,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,祷,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,岛,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,倒,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,捣,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,到,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,倒,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,滔,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,掏,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,讨,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,套,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,桃,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,逃,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,淘,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,陶,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,萄,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,涛,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,道,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,稻,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,盗,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,导,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,T,蹈,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,N,脑,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,N,恼,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,劳,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,捞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,唠,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,牢,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,痨,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,老,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,佬,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,L,涝,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,遭,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,糟,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,早,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,枣,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,蚤,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,澡,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,藻,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,躁,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,灶,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,操,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,草,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,騲,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,糙,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,曹,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,槽,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,皂,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,造,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,骚,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,臊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,扫,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,嫂,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,扫,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,TS,燥,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,高,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,膏,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,篙,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,羔,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,糕,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,稿,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,告,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,膏,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,考,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,烤,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,拷,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,靠,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,犒,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,铐,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,㸆,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,熬,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,敖,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,鳌,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,傲,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,K,鏊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,蒿,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,薅,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,好,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,好,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,耗,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,豪,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,壕,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,毫,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,号,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,蠔,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,浩,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,号,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,爊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,袄,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,懊,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,奥,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,懊,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,豪,Ø,澳,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,P,剖,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,某,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,亩,øy,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,牡,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,母,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,拇,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,戊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,茂,ɒ/øy,新/旧,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,M,贸,ɒ/øy,新/旧,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,兜,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,斗,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,抖,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,陡,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,蚪,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,斗,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,偷,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,敨,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,透,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,头,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,投,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,骰,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,豆,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,逗,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,痘,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,T,脰,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,楼,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,搂,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,耧,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,娄,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,搂,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,篓,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,溇,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,漏,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,L,陋,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,TS,走,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,TS,奏,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,TS,凑,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,TS,叟,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,TS,嗽,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,勾,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,钩,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,沟,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,狗,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,苟,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,垢,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,枸,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,彀,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,够,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,构,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,购,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,勾,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,抠,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,眍,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,口,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,叩,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,扣,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,寇,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,藕,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,偶,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,K,偶,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,吼,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,侯,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,喉,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,猴,øy/iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,瘊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,後,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,厚,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,后,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,候,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,鲎,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,欧,iøy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,瓯,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,区,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,鸥,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,呕,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,殴,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,沤,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,侯,Ø,怄,øy,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,P,拜,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,P,排,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,P,�,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,M,埋,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,L,攋,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,TS*,䍉,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,TS*,箉,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,TS*,斋,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,TS*,豺,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,皆,iᴇ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,阶,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,稭,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,偕,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,介,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,界,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,芥,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,尬,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,疥,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,届,ia,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,戒,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,庎,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,揩,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,K,楷,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,Ø,谐,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,Ø,骇,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,Ø,械,ia,,
SZ02,嵊州长乐,太湖片-临绍小片,,,皆,Ø,挨,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,摆,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,派,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,牌,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,簰,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,罢,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,P,稗,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,M,买,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,M,卖,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,N,奶,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,债,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,钗,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,差,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,柴,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,筛,i,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,洒,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,TS*,晒,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,佳,iɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,街,ia,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,解,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,懈,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,涯,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,崖,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,K,捱,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,鞋,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,解,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,解,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,蟹,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,矮,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,佳,Ø,隘,ᴇ,,
